Election Year,Expert ID,State,Sex,Age Range,Politician,Candidate,Activist,Monitor,Election Official,Voter,Citizen,Political Scale,Candidate Supported,Perceptions of Electoral Integrity Index,State Electoral Integrity,National Electoral Integrity,Laws Discriminated,Laws Favored Incumbent,Laws Restricted Citizen Rights,Electoral Laws Index,Election Managed Well,Voting Information Available,Election Officials Fair,Election Followed Law,Election Procedures Index,Boundaries Discriminated,Boundaries Favored Incumbent,Boundaries Impartial,Voting District Boundaries Index,Citizens Not Found in Register,Register Inaccurate,Ineligible Voters Registered,Voter Registration Index,Opposition Prevented,Women Provided Opportunity,Leaders Selected Candidates,Campaign Rallies Restricted,Party/Candidate Registration Index,Newspapers Balanced,Television Favored Incumbent,Media Access Fair,Media Coverage Fair,Social Media Exposed Fraud,Media Coverage Index,Subsidy Access Fair,Donation Access Fair,Campaign Accounts Transparent,Elections Bought by Rich,Resources Improperly Used,Campaign Finance Index,Voters Threatened with Violence,Fradulent Votes Cast,Voting Process Easy,Choice of Candidates,Postal Ballots Available,Disabled Provided Access,Expatriates Able to Vote,Internet Ballots Available,Voting Process Index,Ballot Boxes Secure,Results Announced Without Delay,Vote Count Fair,International Monitors Restricted,Domestic Monitors Restricted,Vote Count Index,Results Challenged,Protests Peaceful,Protests Violent,Dispute Resolved in Courts,Election Results Index,Authorities Impartial,Information Distributed,Authorities Scrutinized,Authorities Performed Well,Electoral Authorities Index,Election Rigged,Deadlines Restrictive,Voters Waited,Voters Intimidated,Multiple Ballots Cast,Machines Accurate,Records Secure,Votes Counted Quickly,Outcome Reflected Popular Will
2016,385,Missouri,Male,30-39,,,,,,1,1,8,Clinton,80.54,10,10,Disagree,Agree,Strongly Disagree,66.67,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Agree,Agree,Disagree,25,Strongly Agree,Strongly Disagree,Strongly Agree,33.33,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,100,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Not Applicable,86.75,Not Applicable,Strongly Agree,Disagree,Disagree,Strongly Disagree,72.5,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,96.88,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,80,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,75,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2016,386,Missouri,Male,60-69,,,,,,,1,7,Trump,61.22,9,8,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Strongly Disagree,66.67,Agree,Agree,Agree,Strongly Agree,81.25,Agree,Agree,Disagree,25,Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,41.67,Disagree,Agree,Neither Agree Nor Disagree,Disagree,70,Disagree,Agree,Agree,Disagree,Neither Agree Nor Disagree,40,Disagree,Disagree,Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,45,Disagree,Neither Agree Nor Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,75,Agree,Agree,Agree,Disagree,Disagree,75,Disagree,Disagree,Agree,Agree,62.5,Agree,Agree,Neither Agree Nor Disagree,Agree,68.75,Strongly Disagree,Disagree,Agree,Disagree,Strongly Disagree,Agree,Agree,Agree,Strongly Agree
2016,387,Missouri,Male,50-59,,,,,,1,1,3,Clinton,65.31,8,8,Agree,Agree,Disagree,41.67,Agree,Agree,Agree,Agree,75,Agree,Agree,Disagree,25,Neither Agree Nor Disagree,Agree,Disagree,50,Strongly Disagree,Agree,Disagree,Strongly Disagree,85,Agree,Disagree,Strongly Agree,Agree,Disagree,70,Agree,Disagree,Disagree,Agree,Neither Agree Nor Disagree,40,Disagree,Disagree,Neither Agree Nor Disagree,Agree,Agree,Agree,Agree,Disagree,65.63,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,90,Disagree,Agree,Disagree,Agree,62.5,Agree,Strongly Agree,Strongly Agree,Agree,87.5,Strongly Disagree,Strongly Agree,Neither Agree Nor Disagree,Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Neither Agree Nor Disagree
2016,388,Missouri,Female,30-39,,,,,,1,1,3,Clinton,72.45,9,8,Strongly Agree,Agree,Agree,16.67,Agree,Neither Agree Nor Disagree,Strongly Agree,Strongly Agree,81.25,Strongly Agree,Strongly Agree,Disagree,8.33,Strongly Agree,Agree,Disagree,33.33,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,100,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Agree,90,Neither Agree Nor Disagree,Agree,Agree,Disagree,Strongly Disagree,75,Disagree,Disagree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Disagree,71.88,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,95,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,81.25,Strongly Agree,Strongly Agree,Neither Agree Nor Disagree,Strongly Agree,87.5,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2016,389,Missouri,Female,40-49,,,,,,1,1,4,Clinton,78.47,9,9,Agree,Disagree,Strongly Disagree,66.67,Strongly Agree,Agree,Strongly Agree,Strongly Agree,93.75,Neither Agree Nor Disagree,Agree,Neither Agree Nor Disagree,41.67,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Disagree,58.33,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,100,Agree,Disagree,Agree,Neither Agree Nor Disagree,Agree,70,Neither Agree Nor Disagree,Strongly Agree,Agree,Neither Agree Nor Disagree,Strongly Disagree,75,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,84.38,Strongly Agree,Strongly Agree,Strongly Agree,Don't Know,Strongly Disagree,94,Disagree,Agree,Strongly Disagree,Agree,68.75,Strongly Agree,Agree,Agree,Agree,81.25,Strongly Disagree,Disagree,Neither Agree Nor Disagree,Disagree,Disagree,Agree,Agree,Strongly Agree,Disagree
2016,390,Montana,Male,30-39,,,,,,1,1,3,Clinton,81.28,10,9,Disagree,Agree,Strongly Disagree,66.67,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Disagree,Disagree,Agree,75,Agree,Strongly Disagree,Strongly Disagree,75,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,95,Agree,Disagree,Agree,Agree,Strongly Disagree,60,Strongly Disagree,Agree,Agree,Disagree,Strongly Disagree,65,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Don't Know,Agree,Strongly Disagree,75.94,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,100,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,81.25,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2016,391,Montana,Male,40-49,,,,,,1,1,5,,65.23,9,6,Disagree,Disagree,Strongly Disagree,83.33,Strongly Agree,Agree,Agree,Strongly Agree,87.5,Disagree,Agree,Agree,58.33,Agree,Agree,Agree,25,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,65,Agree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,45,Agree,Agree,Disagree,Strongly Agree,Disagree,50,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,75,Strongly Agree,Disagree,Agree,Don't Know,Disagree,69.25,Strongly Disagree,Agree,Disagree,Agree,68.75,Agree,Strongly Agree,Agree,Agree,81.25,Disagree,Disagree,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Disagree
2016,392,Montana,Female,30-39,,,,,,,1,4,Clinton,78.55,10,7,Don't Know,Don't Know,Disagree,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Don't Know,Don't Know,Don't Know,17.08,Disagree,Disagree,Disagree,75,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,100,Strongly Agree,Strongly Disagree,Don't Know,Strongly Agree,Don't Know,79.25,Don't Know,Strongly Agree,Strongly Agree,Agree,Don't Know,69.25,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Don't Know,Strongly Agree,Strongly Disagree,83.44,Strongly Agree,Strongly Agree,Strongly Agree,Don't Know,Don't Know,89.25,Strongly Disagree,Strongly Agree,Strongly Disagree,Not Applicable,68.75,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Disagree
2016,393,Montana,Male,60-69,,,,,,1,1,5,,64.57,9,5,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Strongly Disagree,66.67,Agree,Strongly Agree,Agree,Agree,81.25,Agree,Agree,Strongly Disagree,16.67,Don't Know,Don't Know,Don't Know,52.92,Disagree,Agree,Disagree,Neither Agree Nor Disagree,70,Disagree,Strongly Agree,Agree,Strongly Disagree,Neither Agree Nor Disagree,30,Not Applicable,Agree,Agree,Neither Agree Nor Disagree,Agree,56.5,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Not Applicable,76.72,Don't Know,Strongly Agree,Don't Know,Not Applicable,Don't Know,84.25,Neither Agree Nor Disagree,Disagree,Disagree,Strongly Agree,75,Don't Know,Strongly Agree,Don't Know,Agree,78.13,Neither Agree Nor Disagree,Disagree,Disagree,Disagree,Don't Know,Agree,Agree,Strongly Agree,Strongly Agree
2016,394,Montana,Male,40-49,,,,,,1,1,5,Clinton,57.09,9,7,Strongly Agree,Agree,Strongly Agree,8.33,Agree,Disagree,Agree,Agree,62.5,Agree,Strongly Agree,Disagree,16.67,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Strongly Disagree,66.67,Disagree,Disagree,Agree,Strongly Disagree,45,Agree,Neither Agree Nor Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,65,Agree,Agree,Agree,Strongly Agree,Disagree,60,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Neither Agree Nor Disagree,Agree,Strongly Disagree,56.25,Neither Agree Nor Disagree,Agree,Agree,Not Applicable,Strongly Disagree,75.5,Don't Know,Agree,Strongly Disagree,Don't Know,67.5,Agree,Strongly Agree,Agree,Agree,81.25,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree
2016,395,Montana,Male,60-69,,,,,1,1,1,3,Clinton,82.63,9,8,Don't Know,Strongly Agree,Disagree,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Disagree,Disagree,Agree,75,Agree,Disagree,Disagree,58.33,Disagree,Strongly Agree,Disagree,Strongly Disagree,90,Agree,Disagree,Strongly Agree,Strongly Agree,Neither Agree Nor Disagree,80,Neither Agree Nor Disagree,Strongly Agree,Strongly Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,70,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,93.75,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,100,Disagree,Agree,Strongly Disagree,Agree,68.75,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2016,396,Montana,Female,50-59,,,,,,1,1,6,Clinton,42.07,1,1,Strongly Agree,Strongly Agree,Strongly Agree,0,Strongly Disagree,Disagree,Strongly Disagree,Neither Agree Nor Disagree,18.75,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,50,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,50,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Strongly Agree,Neither Agree Nor Disagree,45,Strongly Disagree,Disagree,Neither Agree Nor Disagree,Strongly Disagree,Agree,40,Don't Know,Don't Know,Strongly Disagree,Strongly Agree,Don't Know,28.75,Don't Know,Don't Know,Agree,Strongly Disagree,Strongly Agree,Don't Know,Don't Know,Strongly Disagree,58.91,Don't Know,Agree,Don't Know,Don't Know,Don't Know,77,Don't Know,Neither Agree Nor Disagree,Don't Know,Don't Know,65.31,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,0,Agree,Neither Agree Nor Disagree,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Agree,Strongly Disagree
2016,397,Nebraska,Male,40-49,,,,,,1,1,7,Stein,68.09,9,7,Agree,Disagree,Disagree,58.33,Strongly Agree,Agree,Strongly Agree,Strongly Agree,93.75,Disagree,Agree,Disagree,41.67,Don't Know,Don't Know,Don't Know,43.33,Disagree,Strongly Agree,Disagree,Disagree,80,Agree,Disagree,Agree,Agree,Don't Know,68,Not Applicable,Agree,Agree,Disagree,Neither Agree Nor Disagree,66.5,Disagree,Neither Agree Nor Disagree,Agree,Strongly Agree,Disagree,Agree,Agree,Strongly Disagree,59.38,Agree,Agree,Strongly Agree,Not Applicable,Disagree,78.75,Disagree,Neither Agree Nor Disagree,Strongly Disagree,Not Applicable,72.5,Agree,Agree,Agree,Agree,75,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree
2016,398,Nebraska,Male,50-59,,,,,,1,1,2,Clinton,59.41,6,1,Neither Agree Nor Disagree,Strongly Agree,Strongly Agree,16.67,Agree,Agree,Agree,Agree,75,Strongly Agree,Agree,Strongly Disagree,8.33,Don't Know,Don't Know,Don't Know,54.17,Don't Know,Strongly Agree,Strongly Disagree,Disagree,92.75,Disagree,Disagree,Neither Agree Nor Disagree,Disagree,Disagree,40,Agree,Agree,Agree,Disagree,Disagree,75,Don't Know,Disagree,Disagree,Agree,Strongly Agree,Agree,Don't Know,Disagree,66.72,Agree,Agree,Agree,Don't Know,Don't Know,75,Strongly Disagree,Strongly Agree,Strongly Disagree,Not Applicable,69.06,Disagree,Agree,Disagree,Disagree,37.5,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Disagree,Strongly Disagree
2016,399,Nebraska,Male,30-39,,,,,,1,1,3,Clinton,55.31,6,3,Agree,Agree,Disagree,41.67,Neither Agree Nor Disagree,Agree,Neither Agree Nor Disagree,Agree,62.5,Strongly Agree,Strongly Agree,Disagree,8.33,Don't Know,Don't Know,Disagree,59.58,Disagree,Agree,Disagree,Disagree,75,Disagree,Don't Know,Agree,Disagree,Not Applicable,46,Don't Know,Don't Know,Don't Know,Strongly Agree,Strongly Agree,30.5,Disagree,Disagree,Agree,Agree,Agree,Don't Know,Agree,Don't Know,66.72,Agree,Agree,Agree,Don't Know,Don't Know,76,Disagree,Agree,Disagree,Don't Know,64.38,Disagree,Agree,Don't Know,Disagree,50.63,Neither Agree Nor Disagree,Disagree,Disagree,Neither Agree Nor Disagree,Disagree,Agree,Agree,Agree,Agree
2016,400,Nebraska,Male,30-39,,,,,,1,1,2,Clinton,80.82,9,7,Strongly Disagree,Neither Agree Nor Disagree,Strongly Disagree,83.33,Strongly Agree,Agree,Strongly Agree,Strongly Agree,93.75,Strongly Disagree,Strongly Disagree,Strongly Agree,100,Don't Know,Don't Know,Don't Know,54.17,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,95,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Don't Know,79.5,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,75,Strongly Disagree,Strongly Disagree,Neither Agree Nor Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,59.38,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,100,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,81.25,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,81.25,Strongly Disagree,Agree,Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree
2016,401,Nebraska,Male,40-49,,,,,,1,1,1,Clinton,64.11,9,8,Strongly Agree,Strongly Agree,Disagree,25,Strongly Agree,Neither Agree Nor Disagree,Strongly Agree,Strongly Agree,87.5,Agree,Don't Know,Disagree,22.5,Don't Know,Don't Know,Don't Know,51.25,Agree,Agree,Strongly Disagree,Strongly Disagree,75,Agree,Don't Know,Don't Know,Don't Know,Don't Know,56.5,Strongly Disagree,Strongly Disagree,Agree,Disagree,Don't Know,44.75,Strongly Disagree,Strongly Disagree,Neither Agree Nor Disagree,Strongly Agree,Strongly Agree,Don't Know,Don't Know,Strongly Disagree,75.78,Strongly Agree,Strongly Agree,Strongly Agree,Don't Know,Don't Know,92.5,Strongly Disagree,Strongly Agree,Strongly Disagree,Not Applicable,67.5,Strongly Agree,Strongly Disagree,Don't Know,Strongly Agree,68.75,Strongly Disagree,Strongly Agree,Disagree,Don't Know,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2016,402,Nevada,Male,30-39,,,,,,1,1,9,Clinton,53.57,8,6,Strongly Agree,Strongly Agree,Neither Agree Nor Disagree,16.67,Agree,Agree,Agree,Strongly Agree,81.25,Disagree,Strongly Agree,Disagree,33.33,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Disagree,58.33,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,75,Disagree,Agree,Disagree,Disagree,Strongly Disagree,20,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,20,Strongly Disagree,Strongly Disagree,Agree,Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,62.5,Strongly Agree,Agree,Agree,Strongly Agree,Neither Agree Nor Disagree,60,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,75,Agree,Agree,Agree,Agree,75,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree
2016,403,Nevada,Male,40-49,,,,,,1,1,4,Clinton,55.18,7,4,Strongly Agree,Strongly Agree,Agree,8.33,Agree,Agree,Agree,Strongly Agree,81.25,Strongly Agree,Strongly Agree,Disagree,8.33,Don't Know,Don't Know,Strongly Disagree,65.42,Disagree,Agree,Strongly Agree,Strongly Disagree,55,Neither Agree Nor Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,35,Strongly Disagree,Neither Agree Nor Disagree,Disagree,Disagree,Don't Know,43.25,Disagree,Strongly Disagree,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Strongly Disagree,68.75,Agree,Agree,Agree,Don't Know,Don't Know,77,Neither Agree Nor Disagree,Agree,Disagree,Don't Know,57.81,Agree,Agree,Agree,Agree,75,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree
2016,404,Nevada,Male,40-49,,,,,,1,1,4,Clinton,72.24,10,6,Strongly Disagree,Strongly Disagree,Disagree,91.67,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Strongly Disagree,Strongly Disagree,Strongly Agree,100,Don't Know,Strongly Agree,Don't Know,38.75,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,80,Disagree,Don't Know,Agree,Disagree,Not Applicable,42.25,Not Applicable,Disagree,Disagree,Neither Agree Nor Disagree,Disagree,44.5,Disagree,Strongly Disagree,Strongly Agree,Neither Agree Nor Disagree,Agree,Agree,Agree,Not Applicable,69.84,Strongly Agree,Strongly Agree,Strongly Agree,Don't Know,Don't Know,91.25,Agree,Agree,Disagree,Agree,50,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Strongly Disagree,Neither Agree Nor Disagree,Agree,Don't Know,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree
2016,405,Nevada,Male,60-69,,,,,,1,1,4,Clinton,70.18,10,8,Disagree,Disagree,Disagree,75,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,0,Disagree,Disagree,Neither Agree Nor Disagree,66.67,Don't Know,Don't Know,Strongly Disagree,70.42,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,70,Agree,Disagree,Strongly Agree,Strongly Agree,Not Applicable,76.5,Not Applicable,Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Disagree,60,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,87.5,Strongly Agree,Strongly Agree,Strongly Agree,Not Applicable,Strongly Disagree,94,Agree,Strongly Agree,Disagree,Strongly Agree,50,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree
2016,406,Nevada,Male,60-69,,,,,,1,1,2,Clinton,56.35,7,8,Disagree,Disagree,Disagree,75,Agree,Disagree,Strongly Agree,Strongly Agree,75,Agree,Strongly Agree,Disagree,16.67,Don't Know,Don't Know,Don't Know,53.75,Agree,Agree,Agree,Don't Know,61.25,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Don't Know,25.5,Not Applicable,Strongly Disagree,Disagree,Disagree,Don't Know,44.25,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Don't Know,Disagree,72.5,Agree,Agree,Agree,Agree,Neither Agree Nor Disagree,60,Strongly Disagree,Disagree,Strongly Disagree,Don't Know,85,Agree,Disagree,Disagree,Disagree,37.5,Disagree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree
2016,407,New Hampshire,Female,50-59,,,,,,1,1,5,Clinton,70.18,8,6,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Agree,41.67,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Not Applicable,Not Applicable,Not Applicable,37.5,Don't Know,Don't Know,Don't Know,62.92,Disagree,Agree,Disagree,Disagree,75,Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Agree,Not Applicable,59.75,Agree,Agree,Strongly Disagree,Disagree,Disagree,60,Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,71.88,Strongly Agree,Agree,Strongly Agree,Don't Know,Strongly Disagree,90.75,Don't Know,Agree,Strongly Disagree,Don't Know,66.88,Strongly Agree,Agree,Not Applicable,Strongly Agree,85.63,Strongly Disagree,Disagree,Don't Know,Don't Know,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree
2016,408,New Hampshire,Male,50-59,,,,,,1,1,5,Trump,85.1,10,9,Strongly Disagree,Strongly Disagree,Strongly Disagree,100,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Agree,Disagree,Disagree,41.67,Strongly Disagree,Strongly Disagree,Agree,75,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,100,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree,90,Not Applicable,Strongly Agree,Disagree,Disagree,Disagree,64,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,78.13,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,100,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,81.25,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2016,409,New Hampshire,Female,70-79,,,,,,1,1,3,Clinton,63.16,10,7,Agree,Neither Agree Nor Disagree,Agree,33.33,Strongly Agree,Agree,Strongly Agree,Strongly Agree,93.75,Disagree,Disagree,Neither Agree Nor Disagree,66.67,Disagree,Disagree,Disagree,75,Disagree,Agree,Disagree,Disagree,70,Disagree,Disagree,Agree,Disagree,Disagree,45,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Neither Agree Nor Disagree,30,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,68.75,Agree,Agree,Agree,Not Applicable,Disagree,74,Disagree,Agree,Disagree,Agree,62.5,Agree,Agree,Agree,Agree,75,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree
2016,410,New Hampshire,Male,50-59,,,,,,1,1,4,Clinton,74.49,9,8,Agree,Disagree,Disagree,58.33,Agree,Agree,Strongly Agree,Strongly Agree,87.5,Disagree,Disagree,Neither Agree Nor Disagree,66.67,Agree,Disagree,Disagree,58.33,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,90,Agree,Disagree,Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,55,Disagree,Neither Agree Nor Disagree,Agree,Agree,Disagree,50,Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,71.88,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,90,Disagree,Disagree,Strongly Disagree,Strongly Agree,87.5,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Strongly Disagree,Disagree,Don't Know,Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Neither Agree Nor Disagree
2016,411,New Hampshire,Male,50-59,,,,,,1,1,6,,74.31,10,8,Agree,Strongly Agree,Strongly Disagree,41.67,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Agree,Agree,Disagree,25,Not Applicable,Neither Agree Nor Disagree,Neither Agree Nor Disagree,46.67,Agree,Strongly Agree,Disagree,Strongly Disagree,80,Agree,Disagree,Strongly Agree,Neither Agree Nor Disagree,Don't Know,69.5,Not Applicable,Agree,Agree,Disagree,Disagree,67.5,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Not Applicable,Strongly Agree,Strongly Agree,Not Applicable,77.03,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,95,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,81.25,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Strongly Disagree,Disagree,Agree,Strongly Disagree,Neither Agree Nor Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree
2016,412,New Jersey,Female,60-69,,,,,,1,1,2,Clinton,42.35,7,5,Agree,Agree,Agree,25,Agree,Disagree,Agree,Agree,62.5,Strongly Agree,Strongly Agree,Strongly Disagree,0,Neither Agree Nor Disagree,Agree,Disagree,50,Disagree,Agree,Strongly Agree,Disagree,60,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,20,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,20,Disagree,Disagree,Disagree,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree,50,Agree,Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,60,Disagree,Agree,Disagree,Agree,62.5,Disagree,Disagree,Disagree,Agree,37.5,Don't Know,Agree,Agree,Don't Know,Disagree,Don't Know,Don't Know,Disagree,Strongly Disagree
